"id","name","date","rating_value","review_title","review_text","url","profile_picture","reviewer_title","verified_order","language_code","meta_data","unique_id","location","source"
"1698828234","Barry Chertov","2020-12-03","5.0","Surprisingly useful!","Surprisingly useful!","https://www.amazon.com/gp/customer-reviews/R1KNYVMJBCVH2V","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX460_.png","","true","en","","R1KNYVMJBCVH2V","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698828235","Judy W.","2020-12-03","5.0","Just what I’ve wanted!","My husband made me very happy!Merry Christmas to me !","https://www.amazon.com/gp/customer-reviews/RPSZPEL0HA77C","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX460_.png","","true","en","","RPSZPEL0HA77C","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698828236","Just another person","2020-12-03","5.0","Noob certified","As an Apple Watch “Noob” I’m very happy with my SE, some features are annoying to get accustom too but some the things that are important to me are optimized. I’ve had other smart watch’s and this one is probably the one I’m gonna remember to charge...","https://www.amazon.com/gp/customer-reviews/R1YGHD59FRGB2K","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX460_.png","","true","en","","R1YGHD59FRGB2K","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698828238","Steve","2020-12-03","2.0","Sent me a broken band that doesn’t click into place. Thanks Apple!","Came with a broken band. Unfortunate for how much you’re paying here you would think everything would work out of the box? Watch is sweet though besides it not being secured to my wrist at all.","https://www.amazon.com/gp/customer-reviews/R1M52J37G04B4S","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/bd014519-20fa-4269-a788-3c1e1fe75362._CR0,0.0,333,333_SX460_.jpg","","true","en","","R1M52J37G04B4S","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698828239","zhripple","2020-12-03","4.0","High-quality product but not good for a swmmier","Software is very good, almost seamless.  But swimming stats are way behind most other brands.  Split swim data does not show up in 20% of the case, with ""0 yard"" for each lap and pace record to be blank.  No SWOLF.  Sensor for start / pause of each set is not accurate, tending to exaggerate swimming speed.  Good for those who are seeking multi-features, but not good for a swimmer.  I also don't like that it must be paired to a cell phone, and it must be an iPhone.","https://www.amazon.com/gp/customer-reviews/R39S99GIYZ8SL7","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX460_.png","","true","en","","R39S99GIYZ8SL7","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698828366","Malik Gee","2020-12-03","5.0","Great buy","Fast shipping , new packaging , good price ? You’ve got yourself a satisfied customer! Wife’s Christmas gift so i got it in good time. Thanks","https://www.amazon.com/gp/customer-reviews/RWPLLBI5FZROY","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/efeae44e-9af0-4404-ab9d-8e57e0638398._CR0,0,828,828_SX460_.jpg","","true","en","","RWPLLBI5FZROY","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698828370","Dr Z","2020-12-03","5.0","Satisfied","Good oneSatisfied","https://www.amazon.com/gp/customer-reviews/R20YNCB0HUQEJZ","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/0d6e2e4b-5c51-42b5-b763-0f1a8bc1f584._CR0,0,500,500_SX460_.jpg","","true","en","","R20YNCB0HUQEJZ","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698828373","Birthday Buddies","2020-12-02","5.0","Grandson","Christmas gift","https://www.amazon.com/gp/customer-reviews/R1TDMHP2JWSCKZ","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX460_.png","","true","en","","R1TDMHP2JWSCKZ","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698828376","Arcanaeus","2020-12-02","5.0","Best current generation Apple Watch","I personally feel like this is the best value Apple Watch for most users. The sport band that I chose is very comfortable for all-day wear, the UI is smooth, and the battery can last me through about two days before a charge.","https://www.amazon.com/gp/customer-reviews/R3QUIDNRJFRS8P","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX460_.png","","true","en","","R3QUIDNRJFRS8P","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698828379","Jefferson Valderrama","2020-12-02","5.0","Super","Super, nada que envidiar a los otros Watch.","https://www.amazon.com/gp/customer-reviews/R8SF0JMOS3MUN","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX460_.png","","true","en","","R8SF0JMOS3MUN","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698828382","sb","2020-12-02","5.0","Apple Watch","I'm so happy I waited and didn't buy an Apple Watch when they first came out. I love this watch and use it for fitness.","https://www.amazon.com/gp/customer-reviews/RYRB0MFEJN01U","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX460_.png","","true","en","","RYRB0MFEJN01U","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698828384","Amazon Customer","2020-12-02","5.0","Works great","Love it. This is my second one.","https://www.amazon.com/gp/customer-reviews/R21OZL2UYH4JW8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX460_.png","","true","en","","R21OZL2UYH4JW8","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698828388","Daniel wood","2020-12-01","5.0","It is super helpful","I loved my new Iwatch 😍😍 it is super helpful, specially if you are working and you are busy you can just look really quick to your watch and taran. It is awesome!","https://www.amazon.com/gp/customer-reviews/RTWW628R7YA4A","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX460_.png","","true","en","","RTWW628R7YA4A","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698828390","Jerry","2020-12-01","5.0","Great","Awesome price and extremely fast shipping","https://www.amazon.com/gp/customer-reviews/R20MYIOF5H1JP8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX460_.png","","true","en","","R20MYIOF5H1JP8","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698828394","Bunny Clark","2020-12-01","5.0","Comfortable too","Love it","https://www.amazon.com/gp/customer-reviews/R2DPF30VCU5B5N","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX460_.png","","true","en","","R2DPF30VCU5B5N","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698828473","jbull","2020-12-01","5.0","Great watch!","This is my second apple watch. I love this watch. The SE is more responsive than the 3 series. The battery lasts 18 hours or so. The battery is the only complaint I have. I hoped the battery would last a little longer, my series 3 would last a full 30 hours.","https://www.amazon.com/gp/customer-reviews/R3J02J835KWEKF","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX460_.png","","true","en","","R3J02J835KWEKF","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698828474","nane","2020-11-30","1.0","Fail Calls","For awhile I was able to get calls and make calls through my watch now I cant do neither there is a bug I tried to fix it nothing works.","https://www.amazon.com/gp/customer-reviews/RUADY911CAGRW","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX460_.png","","false","en","","RUADY911CAGRW","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698828476","Reginald Curtis","2020-11-30","5.0","Apple Watches is a good investment","I like it","https://www.amazon.com/gp/customer-reviews/R2YZNAONUTL8YN","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX460_.png","","true","en","","R2YZNAONUTL8YN","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698828477","Jorge R.","2020-11-30","4.0","Without support for celular in Paraguay","Ir is a very good watch.. Unfortunately this featureDoes not seem available in all Latam countries as for november 2020I hope ir will be ready soonest","https://www.amazon.com/gp/customer-reviews/R2T3JWJ7NV6SM5","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX460_.png","","false","en","","R2T3JWJ7NV6SM5","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698828479","Sanjaya R.","2020-11-29","3.0","So So..","Moved over from fitbit, as I needed ability to pick calls from my watch.Positives: ecosystem is seamless, watch faces are thoughtful& prettyNegatives: outdated Sleep metrics compared to Fitbit, bad battery( lasts just a day)","https://www.amazon.com/gp/customer-reviews/RURSP2O5YJP5C","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX460_.png","","true","en","","RURSP2O5YJP5C","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698828480","Molly","2020-11-29","1.0","Broken","Got a brand new watch in the packaging and it doesn’t work.  Was fully charged. Turned on once. Froze. And won’t turn on anymore no matter what you do.","https://www.amazon.com/gp/customer-reviews/R32UUEYOXQ5LDR","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX460_.png","","true","en","","R32UUEYOXQ5LDR","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698828482","SLKRCK7","2020-11-29","5.0","Worth the money","Real apple","https://www.amazon.com/gp/customer-reviews/R3AZZPH52OUQKH","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX460_.png","","true","en","","R3AZZPH52OUQKH","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698828483","Katya Bustamante Andrade","2020-11-29","5.0","Hermoso","Muy comodo y es el reloj completo","https://www.amazon.com/gp/customer-reviews/R3SPKH581INSBD","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX460_.png","","true","en","","R3SPKH581INSBD","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698828484","deMajos","2020-11-28","3.0","Difficult","No comment","https://www.amazon.com/gp/customer-reviews/R142W1HUCKQGMK","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX460_.png","","true","en","","R142W1HUCKQGMK","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698828486","Tracy Vargas","2020-11-28","5.0","Great watch","Great value for money compared to the other apple watches. It does everything that I need. I love the fitness app that helps me realize I should get more active some days. Very stylish and makes me feel high Tech","https://www.amazon.com/gp/customer-reviews/R4K7RSMGTZU7N","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX460_.png","","true","en","","R4K7RSMGTZU7N","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698829040","Michelle","2020-11-28","5.0","Great!","Great value, works perfectly","https://www.amazon.com/gp/customer-reviews/R3B3IEN6WOI2BU","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX460_.png","","true","en","","R3B3IEN6WOI2BU","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698829041","Amazon Customer","2020-11-28","5.0","comfort","very happy with it","https://www.amazon.com/gp/customer-reviews/R209N4P12FJYW6","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX460_.png","","true","en","","R209N4P12FJYW6","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698829043","callan palmer","2020-11-28","5.0","Great watch","So far, so good. Helps me to stay off of my phone as much.","https://www.amazon.com/gp/customer-reviews/R1CIWZF77Z85MQ","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX460_.png","","true","en","","R1CIWZF77Z85MQ","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698829044","Mrs Agobs","2020-11-28","5.0","Value for","Great product as with most things Apple.Authentic packaging, easy to set up and easy to use. I miss my FitBit app (as they aren't compatible) and the ease of sharing workout progress but I'm sure I'll get a hang of it.","https://www.amazon.com/gp/customer-reviews/R25WJ6YPQ6AYT9","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX460_.png","","true","en","","R25WJ6YPQ6AYT9","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
"1698829045","Kimj51","2020-11-28","5.0","The I watch SE is great","The I watch SE is great  Easy to understand wonderful to read and use different apps with. I think I’m really gonna like this","https://www.amazon.com/gp/customer-reviews/RX0TU1BNEBJ0Q","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/0666d5fe-5f91-4dc5-abae-4539980fe69e._CR0,0,500,500_SX460_.jpg","","true","en","","RX0TU1BNEBJ0Q","","https://www.amazon.com/New-Apple-Watch-SE-40mm/dp/B08J5ZRFRG/ref=sr_1_1?dchild=1&keywords=apple watch&qid=1607388738&refinements=p_89:Apple&rnid=2528832011&s=wearable-tech&sr=1-1"
